,Unnamed: 0,DocID,Dialogue,Model,Summary,w/ Error,CorefE,CorefE_text,CircE,CircE_text,OutE,OutE_text,GramE,GramE_text,PredE,PredE_text,SubjObjE,SubjObjE_text,OtherE,OtherE_text,LinkE,LinkE_text,origin,SummaC-ZS_score,SummaC-Conv_score
932,182,test_367,"#Person1#: Do you know that I'm checking out in about 30 minutes?
#Person2#: Just say the word, sir.
#Person1#: Excellent! Now, as you know, the day has barely begun.
#Person2#: I agree. The dew is still on the grass.
#Person1#: I want to hit a few more places in the city, but I need a place to put my luggage.
#Person2#: We do have a storage space for your bags. There's a small charge, plus a deposit.
#Person1#: Leave a deposit? Isn't leaving the luggage enough of a deposit?
#Person2#: Regrettably, no. But simply present your VISA to cover your deposit.
#Person1#: Hmm. I'll have to think about this for a second.
#Person2#: Okay, sir, but don't think too long. Your checkout is only 30 minutes away.",MV-BART,#Person1#'s checking out in about 30 minutes. #Person2# tells #Person 1# to leave a deposit to put luggage in the storage space and present his VISA to cover the deposit.,1,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,people,,,0.0,,RefMatters_DialogSu,0.14642715454101562,0.5197837948799133
933,183,test_367,"#Person1#: Do you know that I'm checking out in about 30 minutes?
#Person2#: Just say the word, sir.
#Person1#: Excellent! Now, as you know, the day has barely begun.
#Person2#: I agree. The dew is still on the grass.
#Person1#: I want to hit a few more places in the city, but I need a place to put my luggage.
#Person2#: We do have a storage space for your bags. There's a small charge, plus a deposit.
#Person1#: Leave a deposit? Isn't leaving the luggage enough of a deposit?
#Person2#: Regrettably, no. But simply present your VISA to cover your deposit.
#Person1#: Hmm. I'll have to think about this for a second.
#Person2#: Okay, sir, but don't think too long. Your checkout is only 30 minutes away.",CODS,#Person2# tells #Person1# there's a storage space for #Person1#'s bags. #Person2# asks #Person1# to present his visa to cover the deposit.,1,0.0,,0.0,,0.0,,0.0,,1.0,are,0.0,,,,0.0,,RefMatters_DialogSu,-0.3752288818359375,0.23500178754329681
934,184,test_315,"#Person1#: How many languages can you speak?
#Person2#: Besides Chinese, I can speak English and French.
#Person1#: You mean you can read and write both of them?
#Person2#: No, I can only carry on a simple conversation in French.
#Person1#: Can you read and write English well?
#Person2#: I can speak the language better than I read and write.
#Person1#: Do you speak the language well enough to communicate with people of English-speaking countries?
#Person2#: I think so. I used to be an interpreter.
#Person1#: Do you think your English is good enough to do desk work?
#Person2#: The amount of English I know enables me to do general desk work. I believe what I know is sufficient to work in an American firm.",BART,# can speak English and French well. #Person2# thinks #Person1#'s English is good enough to do desk work.,1,0.0,,0.0,,0.0,,1.0,can speak English and French well.,0.0,,1.0,Person1#'s,,,0.0,,RefMatters_DialogSu,-0.265350341796875,0.24503688514232635
935,185,test_315,"#Person1#: How many languages can you speak?
#Person2#: Besides Chinese, I can speak English and French.
#Person1#: You mean you can read and write both of them?
#Person2#: No, I can only carry on a simple conversation in French.
#Person1#: Can you read and write English well?
#Person2#: I can speak the language better than I read and write.
#Person1#: Do you speak the language well enough to communicate with people of English-speaking countries?
#Person2#: I think so. I used to be an interpreter.
#Person1#: Do you think your English is good enough to do desk work?
#Person2#: The amount of English I know enables me to do general desk work. I believe what I know is sufficient to work in an American firm.",UniLM,"person2 tells person1 person2 can speak english , french , and knows enough to do general desk work .",0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,RefMatters_DialogSu,-0.553314208984375,0.2146725207567215
936,186,test_315,"#Person1#: How many languages can you speak?
#Person2#: Besides Chinese, I can speak English and French.
#Person1#: You mean you can read and write both of them?
#Person2#: No, I can only carry on a simple conversation in French.
#Person1#: Can you read and write English well?
#Person2#: I can speak the language better than I read and write.
#Person1#: Do you speak the language well enough to communicate with people of English-speaking countries?
#Person2#: I think so. I used to be an interpreter.
#Person1#: Do you think your English is good enough to do desk work?
#Person2#: The amount of English I know enables me to do general desk work. I believe what I know is sufficient to work in an American firm.",MV-BART,#Person2# can speak English and French and thinks #Person1#'s English is good enough to communicate with people of English-speaking countries and do desk work.,1,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,#Person1#'s,,,0.0,,RefMatters_DialogSu,-0.596710205078125,0.23050867021083832
937,187,test_315,"#Person1#: How many languages can you speak?
#Person2#: Besides Chinese, I can speak English and French.
#Person1#: You mean you can read and write both of them?
#Person2#: No, I can only carry on a simple conversation in French.
#Person1#: Can you read and write English well?
#Person2#: I can speak the language better than I read and write.
#Person1#: Do you speak the language well enough to communicate with people of English-speaking countries?
#Person2#: I think so. I used to be an interpreter.
#Person1#: Do you think your English is good enough to do desk work?
#Person2#: The amount of English I know enables me to do general desk work. I believe what I know is sufficient to work in an American firm.",CODS,#Person2# can speak English and French. #Person2# thinks #Person2#'s English is good enough to do desk work.,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,RefMatters_DialogSu,0.190673828125,0.46252620220184326
938,188,test_140,"#Person1#: Honey, of course I forgive you! I love you so much! I've really missed you. I was wrong to get upset over nothing. 
#Person2#: I'm sorry I haven't called or anything, but right after you decided you wanted a break, I was called up north to put out some major forest fires! I was in the middle of nowhere, working day and night, trying to prevent the blaze from spreading! It was pretty intense. 
#Person1#: Oh, honey, I'm glad you're okay! But I have some exciting news. . . I think I'm pregnant! 
#Person2#: Really? Wow, that's amazing! This is great news! I've always wanted to be a father! We'll go to the doctor first thing in the morning! 
#Person3#: We have your test results back and, indeed, you are pregnant. Let's see here. . . everything seems to be in order. Your approximate due date is October twenty-seventh two thousand and nine, so that means that the baby was conceived on February third, two thousand and nine. 
#Person2#: Are you sure? Are these things accurate? 
#Person3#: Well, yes sir, they are. 
#Person1#: What's wrong? Why are you asking these questions? 
#Person2#: This baby isn't mine! I was away the first week of February at a training seminar! 
#Person1#: I. . . I. . . no, it can't be. . . ",BART,##Person1# forgives #Person2# for not calling because of the fire. They are both excited about the pregnancy.,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,RefMatters_DialogSu,-0.7945556640625,0.2541307806968689
939,189,test_140,"#Person1#: Honey, of course I forgive you! I love you so much! I've really missed you. I was wrong to get upset over nothing. 
#Person2#: I'm sorry I haven't called or anything, but right after you decided you wanted a break, I was called up north to put out some major forest fires! I was in the middle of nowhere, working day and night, trying to prevent the blaze from spreading! It was pretty intense. 
#Person1#: Oh, honey, I'm glad you're okay! But I have some exciting news. . . I think I'm pregnant! 
#Person2#: Really? Wow, that's amazing! This is great news! I've always wanted to be a father! We'll go to the doctor first thing in the morning! 
#Person3#: We have your test results back and, indeed, you are pregnant. Let's see here. . . everything seems to be in order. Your approximate due date is October twenty-seventh two thousand and nine, so that means that the baby was conceived on February third, two thousand and nine. 
#Person2#: Are you sure? Are these things accurate? 
#Person3#: Well, yes sir, they are. 
#Person1#: What's wrong? Why are you asking these questions? 
#Person2#: This baby isn't mine! I was away the first week of February at a training seminar! 
#Person1#: I. . . I. . . no, it can't be. . . ",UniLM,person1 apologizes to person2 and tells person2 that person1 is pregnant . person3 tells person2 that the baby is person1 ' s but person2 thinks it ' s person1 ' s .,1,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,person1 ' s,,,0.0,,RefMatters_DialogSu,-0.6968231201171875,0.26429352164268494
940,190,test_140,"#Person1#: Honey, of course I forgive you! I love you so much! I've really missed you. I was wrong to get upset over nothing. 
#Person2#: I'm sorry I haven't called or anything, but right after you decided you wanted a break, I was called up north to put out some major forest fires! I was in the middle of nowhere, working day and night, trying to prevent the blaze from spreading! It was pretty intense. 
#Person1#: Oh, honey, I'm glad you're okay! But I have some exciting news. . . I think I'm pregnant! 
#Person2#: Really? Wow, that's amazing! This is great news! I've always wanted to be a father! We'll go to the doctor first thing in the morning! 
#Person3#: We have your test results back and, indeed, you are pregnant. Let's see here. . . everything seems to be in order. Your approximate due date is October twenty-seventh two thousand and nine, so that means that the baby was conceived on February third, two thousand and nine. 
#Person2#: Are you sure? Are these things accurate? 
#Person3#: Well, yes sir, they are. 
#Person1#: What's wrong? Why are you asking these questions? 
#Person2#: This baby isn't mine! I was away the first week of February at a training seminar! 
#Person1#: I. . . I. . . no, it can't be. . . ",MV-BART,"#Person1# forgives #Person2# for not calling because of the fire work. #Person3# tells #Person1 #Person4#'s test results back and #Person5# is pregnant. But it turns out that #Person 2# was away the first week of February at a training seminar, so the baby isn't #Person 1#''s.",1,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,#Person 1#,,,0.0,,RefMatters_DialogSu,-0.7305653889973959,0.2409854382276535
941,191,test_140,"#Person1#: Honey, of course I forgive you! I love you so much! I've really missed you. I was wrong to get upset over nothing. 
#Person2#: I'm sorry I haven't called or anything, but right after you decided you wanted a break, I was called up north to put out some major forest fires! I was in the middle of nowhere, working day and night, trying to prevent the blaze from spreading! It was pretty intense. 
#Person1#: Oh, honey, I'm glad you're okay! But I have some exciting news. . . I think I'm pregnant! 
#Person2#: Really? Wow, that's amazing! This is great news! I've always wanted to be a father! We'll go to the doctor first thing in the morning! 
#Person3#: We have your test results back and, indeed, you are pregnant. Let's see here. . . everything seems to be in order. Your approximate due date is October twenty-seventh two thousand and nine, so that means that the baby was conceived on February third, two thousand and nine. 
#Person2#: Are you sure? Are these things accurate? 
#Person3#: Well, yes sir, they are. 
#Person1#: What's wrong? Why are you asking these questions? 
#Person2#: This baby isn't mine! I was away the first week of February at a training seminar! 
#Person1#: I. . . I. . . no, it can't be. . . ",CODS,#Person1# tells #Person2# #Person1# is pregnant. #Person2# tells #Person1# #Person2# was called to put out some major forest fires. #Person1# is pregnant and will go to the doctor first thing in the morning. #Person1# can't believe it either.,1,1.0,it,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,RefMatters_DialogSu,-0.5923881530761719,0.2569708824157715
942,192,test_77,"#Person1#: I'm going to New York for the first time, but I don't have a tour guide. Can you give me any suggestions?
#Person2#: There's a service called 'A friend in New York'. It's a personal tour guide service.
#Person1#: That's interesting. What does it do?
#Person2#: You give them your information by answering a questionnaire and they will create a perfect trip for you according to your budget.
#Person1#: Good. Where can I get the questionnaire?
#Person2#: You can easily download it from their website.
#Person1#: That's helpful! Thanks!",BART,##Person2# introduces 'A friend in New York' to #Person1#.,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,RefMatters_DialogSu,-0.50640869140625,0.23403030633926392
943,193,test_77,"#Person1#: I'm going to New York for the first time, but I don't have a tour guide. Can you give me any suggestions?
#Person2#: There's a service called 'A friend in New York'. It's a personal tour guide service.
#Person1#: That's interesting. What does it do?
#Person2#: You give them your information by answering a questionnaire and they will create a perfect trip for you according to your budget.
#Person1#: Good. Where can I get the questionnaire?
#Person2#: You can easily download it from their website.
#Person1#: That's helpful! Thanks!",UniLM,person1 ' s going to new york for the first time . person2 recommends a personal tour guide service to person1 .,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,RefMatters_DialogSu,0.3406982421875,0.589221179485321
944,194,test_77,"#Person1#: I'm going to New York for the first time, but I don't have a tour guide. Can you give me any suggestions?
#Person2#: There's a service called 'A friend in New York'. It's a personal tour guide service.
#Person1#: That's interesting. What does it do?
#Person2#: You give them your information by answering a questionnaire and they will create a perfect trip for you according to your budget.
#Person1#: Good. Where can I get the questionnaire?
#Person2#: You can easily download it from their website.
#Person1#: That's helpful! Thanks!",MV-BART,#Person1# doesn't have a tour guide. #Person2# recommends a personal tour guide service called 'A friend in New York' and tells #Person 1# how to download the questionnaire.,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,RefMatters_DialogSu,-0.146026611328125,0.3947778344154358
945,195,test_77,"#Person1#: I'm going to New York for the first time, but I don't have a tour guide. Can you give me any suggestions?
#Person2#: There's a service called 'A friend in New York'. It's a personal tour guide service.
#Person1#: That's interesting. What does it do?
#Person2#: You give them your information by answering a questionnaire and they will create a perfect trip for you according to your budget.
#Person1#: Good. Where can I get the questionnaire?
#Person2#: You can easily download it from their website.
#Person1#: That's helpful! Thanks!",CODS,#Person1# wants a tour guide. #Person2# recommends a service called 'A Friend in New York' and tells #Person1# how to get the questionnaire.,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,RefMatters_DialogSu,-0.5262374877929688,0.23708759248256683
946,196,test_76,"#Person1#: Hey there! I've been hoping to run into you. Are you busy tomorrow morning?
#Person2#: Let me see. . . Wednesday morning. Yes, I am booked solid all morning. What's up?
#Person1#: I was hoping to talk to you about the sales projections for next year. I'm having a little trouble figuring out how to use the spreadsheet you set up for me. It has a lot of complicated form
#Person2#: I can explain them to you. It'll just take about a half an hour. How about Friday afternoon?
#Person1#: Ooh. Sorry, that's not good for me. I am tied up all day Friday. We'll have to do it next week. I am wide open then.
#Person2#: OK. Shall we say next week, on Tuesday at 2:30?
#Person1#: Sure, that'll be fine for me. I'll come to your office so you can show how you set up these macros.",BART,##Person1# wants to talk to #Person2# about the sales projections. They finally agree to meet next Tuesday at 2:30.,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,RefMatters_DialogSu,-0.467987060546875,0.24513474106788635
947,197,test_76,"#Person1#: Hey there! I've been hoping to run into you. Are you busy tomorrow morning?
#Person2#: Let me see. . . Wednesday morning. Yes, I am booked solid all morning. What's up?
#Person1#: I was hoping to talk to you about the sales projections for next year. I'm having a little trouble figuring out how to use the spreadsheet you set up for me. It has a lot of complicated form
#Person2#: I can explain them to you. It'll just take about a half an hour. How about Friday afternoon?
#Person1#: Ooh. Sorry, that's not good for me. I am tied up all day Friday. We'll have to do it next week. I am wide open then.
#Person2#: OK. Shall we say next week, on Tuesday at 2:30?
#Person1#: Sure, that'll be fine for me. I'll come to your office so you can show how you set up these macros.",UniLM,person1 wants to talk to person2 about the sales projections . person2 will explain the spreadsheet to person1 on tuesday at 2 : 30 .,1,0.0,,1.0,on tuesday,0.0,,0.0,,0.0,,0.0,,,,0.0,,RefMatters_DialogSu,-0.1950531005859375,0.238381490111351
948,198,test_76,"#Person1#: Hey there! I've been hoping to run into you. Are you busy tomorrow morning?
#Person2#: Let me see. . . Wednesday morning. Yes, I am booked solid all morning. What's up?
#Person1#: I was hoping to talk to you about the sales projections for next year. I'm having a little trouble figuring out how to use the spreadsheet you set up for me. It has a lot of complicated form
#Person2#: I can explain them to you. It'll just take about a half an hour. How about Friday afternoon?
#Person1#: Ooh. Sorry, that's not good for me. I am tied up all day Friday. We'll have to do it next week. I am wide open then.
#Person2#: OK. Shall we say next week, on Tuesday at 2:30?
#Person1#: Sure, that'll be fine for me. I'll come to your office so you can show how you set up these macros.",MV-BART,#Person1# wants to talk to #Person2# about the sales projections for next year. They will do it next week on Tuesday at 2:30.,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,RefMatters_DialogSu,-0.5758056640625,0.23019911348819733
949,199,test_76,"#Person1#: Hey there! I've been hoping to run into you. Are you busy tomorrow morning?
#Person2#: Let me see. . . Wednesday morning. Yes, I am booked solid all morning. What's up?
#Person1#: I was hoping to talk to you about the sales projections for next year. I'm having a little trouble figuring out how to use the spreadsheet you set up for me. It has a lot of complicated form
#Person2#: I can explain them to you. It'll just take about a half an hour. How about Friday afternoon?
#Person1#: Ooh. Sorry, that's not good for me. I am tied up all day Friday. We'll have to do it next week. I am wide open then.
#Person2#: OK. Shall we say next week, on Tuesday at 2:30?
#Person1#: Sure, that'll be fine for me. I'll come to your office so you can show how you set up these macros.",CODS,#Person1# wants to talk to #Person2# about the sales projections for next year. #Person1# will come to #Person2#'s office next week.,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,RefMatters_DialogSu,-0.4485130310058594,0.22436828911304474
950,200,test_33,"#Person1#: OK, that's a cut! Let's start from the beginning, everyone.
#Person2#: What was the problem that time?
#Person1#: The feeling was all wrong, Mike. She is telling you that she doesn't want to see you any more, but I want to get more anger from you. You're acting hurt and sad, but that's not how your character would act in this situation.
#Person2#: But Jason and Laura have been together for three years. Don't you think his reaction would be one of both anger and sadness?
#Person1#: At this point, no. I think he would react the way most guys would, and then later on, we would see his real feelings.
#Person2#: I'm not so sure about that.
#Person1#: Let's try it my way, and you can see how you feel when you're saying your lines. After that, if it still doesn't feel right, we can try something else.",BART,"#Person1# cuts Mike's lines because Mike's acting hurt and sad, which isn't how his character would act in this situation. #Person2# thinks Jason would react the way most guys would.",0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,RefMatters_DialogSu,-0.5095672607421875,0.23428863286972046
951,201,test_33,"#Person1#: OK, that's a cut! Let's start from the beginning, everyone.
#Person2#: What was the problem that time?
#Person1#: The feeling was all wrong, Mike. She is telling you that she doesn't want to see you any more, but I want to get more anger from you. You're acting hurt and sad, but that's not how your character would act in this situation.
#Person2#: But Jason and Laura have been together for three years. Don't you think his reaction would be one of both anger and sadness?
#Person1#: At this point, no. I think he would react the way most guys would, and then later on, we would see his real feelings.
#Person2#: I'm not so sure about that.
#Person1#: Let's try it my way, and you can see how you feel when you're saying your lines. After that, if it still doesn't feel right, we can try something else.",UniLM,person1 wants to get more anger from mike because he ' s acting hurt and sad . person1 thinks jason would react the way most guys would .,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,RefMatters_DialogSu,-0.1980438232421875,0.23476636409759521
952,202,test_33,"#Person1#: OK, that's a cut! Let's start from the beginning, everyone.
#Person2#: What was the problem that time?
#Person1#: The feeling was all wrong, Mike. She is telling you that she doesn't want to see you any more, but I want to get more anger from you. You're acting hurt and sad, but that's not how your character would act in this situation.
#Person2#: But Jason and Laura have been together for three years. Don't you think his reaction would be one of both anger and sadness?
#Person1#: At this point, no. I think he would react the way most guys would, and then later on, we would see his real feelings.
#Person2#: I'm not so sure about that.
#Person1#: Let's try it my way, and you can see how you feel when you're saying your lines. After that, if it still doesn't feel right, we can try something else.",MV-BART,"#Person1# asks Mike to start from the beginning because the feeling was all wrong the first time. Mike thinks he would react the way most guys would, but #Person2# thinks his reaction would be one of both anger and sadness. #Person 1# thinks they can see how he feels when saying his lines.",1,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,#Person2#,,,0.0,,RefMatters_DialogSu,-0.15525309244791666,0.35858985781669617
953,203,test_33,"#Person1#: OK, that's a cut! Let's start from the beginning, everyone.
#Person2#: What was the problem that time?
#Person1#: The feeling was all wrong, Mike. She is telling you that she doesn't want to see you any more, but I want to get more anger from you. You're acting hurt and sad, but that's not how your character would act in this situation.
#Person2#: But Jason and Laura have been together for three years. Don't you think his reaction would be one of both anger and sadness?
#Person1#: At this point, no. I think he would react the way most guys would, and then later on, we would see his real feelings.
#Person2#: I'm not so sure about that.
#Person1#: Let's try it my way, and you can see how you feel when you're saying your lines. After that, if it still doesn't feel right, we can try something else.",CODS,#Person1# wants to get more anger from Mike. #Person1# suggests they try #Person1#'s way first.,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,RefMatters_DialogSu,-0.17902374267578125,0.41559216380119324
954,204,test_127,"#Person1#: Could you tell me what university you went to, Mr. Smith?
#Person2#: I went to Yale University.
#Person1#: Did you? And what did you study?
#Person2#: I have a B. A. in Economics.
#Person1#: Would you mind telling me how old you are?
#Person2#: I'm twenty-seven.
#Person1#: And could you tell me what other jobs you have had?
#Person2#: Yes, I have worked in a bank for the last five years.
#Person1#: And what was your salary at the bank?
#Person2#: I got $ 500 a week.",BART,MrMr. Smith tells #Person1# he went to Yale University and worked in a bank.,1,0.0,,0.0,,0.0,,1.0,Mr,0.0,,0.0,,,,0.0,,RefMatters_DialogSu,-0.38605499267578125,0.21330200135707855
955,205,test_127,"#Person1#: Could you tell me what university you went to, Mr. Smith?
#Person2#: I went to Yale University.
#Person1#: Did you? And what did you study?
#Person2#: I have a B. A. in Economics.
#Person1#: Would you mind telling me how old you are?
#Person2#: I'm twenty-seven.
#Person1#: And could you tell me what other jobs you have had?
#Person2#: Yes, I have worked in a bank for the last five years.
#Person1#: And what was your salary at the bank?
#Person2#: I got $ 500 a week.",UniLM,mr . smith tells person1 he has a b . a . in economics and has worked in a bank for the last five years .,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,RefMatters_DialogSu,-0.74615478515625,0.21330200135707855
956,206,test_127,"#Person1#: Could you tell me what university you went to, Mr. Smith?
#Person2#: I went to Yale University.
#Person1#: Did you? And what did you study?
#Person2#: I have a B. A. in Economics.
#Person1#: Would you mind telling me how old you are?
#Person2#: I'm twenty-seven.
#Person1#: And could you tell me what other jobs you have had?
#Person2#: Yes, I have worked in a bank for the last five years.
#Person1#: And what was your salary at the bank?
#Person2#: I got $ 500 a week.",MV-BART,Mr. Smith tells #Person1# he went to Yale University and has a B. A. in Economics. He worked in a bank for the last five years and got $500 a week.,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,RefMatters_DialogSu,-0.31343523661295575,0.5012288689613342
957,207,test_127,"#Person1#: Could you tell me what university you went to, Mr. Smith?
#Person2#: I went to Yale University.
#Person1#: Did you? And what did you study?
#Person2#: I have a B. A. in Economics.
#Person1#: Would you mind telling me how old you are?
#Person2#: I'm twenty-seven.
#Person1#: And could you tell me what other jobs you have had?
#Person2#: Yes, I have worked in a bank for the last five years.
#Person1#: And what was your salary at the bank?
#Person2#: I got $ 500 a week.",CODS,Smith tells #Person1# he went to Yale University and studied economics. Smith has worked in a bank for five years. Smith tells #Person1# he got $500 a week.,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,RefMatters_DialogSu,-0.4588114420572917,0.21654659509658813
958,208,test_132,"#Person1#: Hey Rocky! You've been sitting around all night. Get out and dance with someone like that woman over there.
#Person2#: No way! She looks like the intellectual type.
#Person1#: Oh come on man! What kind of woman do you like?
#Person2#: I want a woman who's affectionate and fulfills my every need, and that woman over there is just not the right type.
#Person1#: Hey. Where have you been? Times are changing, and you're never going to find a woman who will shine your shoes and pick up after you all the time. Wake up.
#Person2#: Oh really? I meet a lot of women like that, but not at this party. [Oh.] I also prefer a woman who'll stay home, cook, clean, and watch the kids.
#Person1#: Okay, but what are your household responsibilities once you get home from work?
#Person2#: Hmm. Eat, watch TV, and throw out the garbage.
#Person1#: Wait, wait, wait. I can't believe I'm hearing this. In fact, you're never going to get married. I recently read a news report that said 40 percent of women don't think their husbands do their share around the house, and you seem to be that type.
#Person2#: Well, that's the way I am, but what's YOUR idea of the perfect woman?
#Person1#: Well, I like a woman who's outgoing, caring, and non-judgmental about people's differences, and it bothers me when people think their the center of the universe ... like someone I know.
#Person2#: Well, that's nice for you, but that doesn't change my point of view. I guess I'll have to go home to a TV dinner and my dog, Rusty.
#Person1#: Hey, and if I stick with you, this is going to be a long, lonely night. Say hello to Rusty for me.",BART,Rocky tells #Person1# he wants a woman who's affectionate and fulfills his every need at the party. He also prefers a woman to stay home and do the household responsibilities after work.,1,0.0,,1.0,at the party.,0.0,,0.0,,0.0,,0.0,,,,0.0,,RefMatters_DialogSu,-0.4489288330078125,0.24898463487625122
959,209,test_132,"#Person1#: Hey Rocky! You've been sitting around all night. Get out and dance with someone like that woman over there.
#Person2#: No way! She looks like the intellectual type.
#Person1#: Oh come on man! What kind of woman do you like?
#Person2#: I want a woman who's affectionate and fulfills my every need, and that woman over there is just not the right type.
#Person1#: Hey. Where have you been? Times are changing, and you're never going to find a woman who will shine your shoes and pick up after you all the time. Wake up.
#Person2#: Oh really? I meet a lot of women like that, but not at this party. [Oh.] I also prefer a woman who'll stay home, cook, clean, and watch the kids.
#Person1#: Okay, but what are your household responsibilities once you get home from work?
#Person2#: Hmm. Eat, watch TV, and throw out the garbage.
#Person1#: Wait, wait, wait. I can't believe I'm hearing this. In fact, you're never going to get married. I recently read a news report that said 40 percent of women don't think their husbands do their share around the house, and you seem to be that type.
#Person2#: Well, that's the way I am, but what's YOUR idea of the perfect woman?
#Person1#: Well, I like a woman who's outgoing, caring, and non-judgmental about people's differences, and it bothers me when people think their the center of the universe ... like someone I know.
#Person2#: Well, that's nice for you, but that doesn't change my point of view. I guess I'll have to go home to a TV dinner and my dog, Rusty.
#Person1#: Hey, and if I stick with you, this is going to be a long, lonely night. Say hello to Rusty for me.",UniLM,"person1 advises rocky to dance with a woman who ' s affectionate , cooks , clean , and watch the kids , while rocky prefers a woman who ' s outgoing , caring , and non - judgmental . person1 tells rocky he ' ll have to go home to a tv dinner and his dog .",1,0.0,,0.0,,1.0,"dance with a woman who ' s affectionate , cooks , clean , and watch the kids",0.0,,0.0,,1.0,rocky,,,0.0,,RefMatters_DialogSu,-0.39429473876953125,0.2439485788345337
960,210,test_132,"#Person1#: Hey Rocky! You've been sitting around all night. Get out and dance with someone like that woman over there.
#Person2#: No way! She looks like the intellectual type.
#Person1#: Oh come on man! What kind of woman do you like?
#Person2#: I want a woman who's affectionate and fulfills my every need, and that woman over there is just not the right type.
#Person1#: Hey. Where have you been? Times are changing, and you're never going to find a woman who will shine your shoes and pick up after you all the time. Wake up.
#Person2#: Oh really? I meet a lot of women like that, but not at this party. [Oh.] I also prefer a woman who'll stay home, cook, clean, and watch the kids.
#Person1#: Okay, but what are your household responsibilities once you get home from work?
#Person2#: Hmm. Eat, watch TV, and throw out the garbage.
#Person1#: Wait, wait, wait. I can't believe I'm hearing this. In fact, you're never going to get married. I recently read a news report that said 40 percent of women don't think their husbands do their share around the house, and you seem to be that type.
#Person2#: Well, that's the way I am, but what's YOUR idea of the perfect woman?
#Person1#: Well, I like a woman who's outgoing, caring, and non-judgmental about people's differences, and it bothers me when people think their the center of the universe ... like someone I know.
#Person2#: Well, that's nice for you, but that doesn't change my point of view. I guess I'll have to go home to a TV dinner and my dog, Rusty.
#Person1#: Hey, and if I stick with you, this is going to be a long, lonely night. Say hello to Rusty for me.",MV-BART,"#Person1# asks Rocky to dance with someone who's affectionate and fulfills his every need. Rocky refuses because he prefers a woman who'll stay home, cook, clean, and watch the kids. #Person2# thinks Rocky is never going to get married because Rocky doesn't do his share around the house. # person1# tells Rocky #Person1 #Person 1#'s idea of the perfect woman is an outgoing, caring, and non-judgmental woman.",1,0.0,,0.0,,1.0,someone who's affectionate and fulfills his every need,1.0,#Person1 #,0.0,,1.0,#Person2#,,,0.0,,RefMatters_DialogSu,-0.7860221862792969,0.24461659789085388
961,211,test_132,"#Person1#: Hey Rocky! You've been sitting around all night. Get out and dance with someone like that woman over there.
#Person2#: No way! She looks like the intellectual type.
#Person1#: Oh come on man! What kind of woman do you like?
#Person2#: I want a woman who's affectionate and fulfills my every need, and that woman over there is just not the right type.
#Person1#: Hey. Where have you been? Times are changing, and you're never going to find a woman who will shine your shoes and pick up after you all the time. Wake up.
#Person2#: Oh really? I meet a lot of women like that, but not at this party. [Oh.] I also prefer a woman who'll stay home, cook, clean, and watch the kids.
#Person1#: Okay, but what are your household responsibilities once you get home from work?
#Person2#: Hmm. Eat, watch TV, and throw out the garbage.
#Person1#: Wait, wait, wait. I can't believe I'm hearing this. In fact, you're never going to get married. I recently read a news report that said 40 percent of women don't think their husbands do their share around the house, and you seem to be that type.
#Person2#: Well, that's the way I am, but what's YOUR idea of the perfect woman?
#Person1#: Well, I like a woman who's outgoing, caring, and non-judgmental about people's differences, and it bothers me when people think their the center of the universe ... like someone I know.
#Person2#: Well, that's nice for you, but that doesn't change my point of view. I guess I'll have to go home to a TV dinner and my dog, Rusty.
#Person1#: Hey, and if I stick with you, this is going to be a long, lonely night. Say hello to Rusty for me.",CODS,"#Person1# asks Rocky what kind of woman he likes. #Person1# likes a woman who's outgoing, caring, and non-judgmental.",0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,RefMatters_DialogSu,-0.34355926513671875,0.6602769494056702
