,Unnamed: 0,Dialogue,Model,Summary,origin,Annotations,Reference_Summary,Errors,fewshot_span_f1,fewshot_span_acc,fewshot_gpt_text,zeroshot_span_f1,zeroshot_span_acc,zeroshot_gpt_text
155,155,"Kirsten: Youth group this Friday, don't be late.
Alex: What time?
Kirsten: 7 pm. We're going bowling, so we'll meet up and then all go together.
Alex: Cool. See you.
Kirsten: Bye",gpt3_finetune,Kirsten informs Alex that the youth group will meet at 7 pm this Friday. They're going bowling afterwards.,SAMSum,{},Kirsten reminds Alex that the youth group meets this Friday at 7 pm and go bowling.,0,0.0,0.0,Kirsten informs Alex that the youth group will meet at 7 pm this Friday. They're going bowling afterwards.,1.0,1.0,None
156,156,"Kirsten: Youth group this Friday, don't be late.
Alex: What time?
Kirsten: 7 pm. We're going bowling, so we'll meet up and then all go together.
Alex: Cool. See you.
Kirsten: Bye",bart,Kirsten is going bowling with her youth group this Friday at 7 pm.,SAMSum,{},Kirsten reminds Alex that the youth group meets this Friday at 7 pm and go bowling.,0,0.0,0.0,Kirsten is going bowling with her youth group this Friday at 7 pm.,1.0,1.0,None
157,157,"Kirsten: Youth group this Friday, don't be late.
Alex: What time?
Kirsten: 7 pm. We're going bowling, so we'll meet up and then all go together.
Alex: Cool. See you.
Kirsten: Bye",condigsum,Kirsten is going bowling with her youth group this Friday at 7 pm.,SAMSum,{},Kirsten reminds Alex that the youth group meets this Friday at 7 pm and go bowling.,0,0.0,0.0,Kirsten is going bowling with her youth group this Friday at 7 pm.,1.0,1.0,No inconsistent spans.
158,158,"Kirsten: Youth group this Friday, don't be late.
Alex: What time?
Kirsten: 7 pm. We're going bowling, so we'll meet up and then all go together.
Alex: Cool. See you.
Kirsten: Bye",structure_aware_bart,Kirsten is going bowling with Alex this Friday at 7 pm.,SAMSum,{},Kirsten reminds Alex that the youth group meets this Friday at 7 pm and go bowling.,0,0.0,0.0,Kirsten is going bowling with Alex this Friday at 7 pm.,1.0,1.0,None
159,159,"Kirsten: Youth group this Friday, don't be late.
Alex: What time?
Kirsten: 7 pm. We're going bowling, so we'll meet up and then all go together.
Alex: Cool. See you.
Kirsten: Bye",pegasus,Kirsten and Alex are going bowling on Friday at 7 pm. They'll meet up and then all go together. They'll see each other afterwards.,SAMSum,{},Kirsten reminds Alex that the youth group meets this Friday at 7 pm and go bowling.,0,0.0,0.0,"Kirsten and Alex
bowling
Friday at 7 pm
They'll meet up and then all go together
They'll see each other afterwards.",0.0,0.0,"""They'll see each other afterwards."""
161,161,"Luke: Hey sis, send me the pic of the parrot you painted yesterday?
Gina: <file_photo>
Gina: If you want better quality I need to send you PDF file.
Luke: It's ok. This parrot looks fantastic!!! I can't believe you've discovered your talent so late!
Gina: Haha thanks? <file_other> Catch a PDF.
Luke: Thanks!",structure_aware_bart,Luke sends Gina a PDF file of the parrot she painted yesterday.,SAMSum,"{'Luke sends Gina a PDF file of the parrot she painted yesterday.': [('Luke', 'intrinsic', 'EntE')]}",Luke is amazed by Gina's talent for painting. Gina sent Luke a PDF file with a picture of the parrot she painted yesterday.,1,0.15384615384615385,0.0,Luke sends Gina a PDF file of the parrot she painted yesterday.,0.15384615384615385,0.0,"""Luke sends Gina a PDF file of the parrot she painted yesterday."""
162,162,"Luke: Hey sis, send me the pic of the parrot you painted yesterday?
Gina: <file_photo>
Gina: If you want better quality I need to send you PDF file.
Luke: It's ok. This parrot looks fantastic!!! I can't believe you've discovered your talent so late!
Gina: Haha thanks? <file_other> Catch a PDF.
Luke: Thanks!",condigsum,Gina painted a parrot yesterday. She sent Luke a PDF file of it.,SAMSum,{},Luke is amazed by Gina's talent for painting. Gina sent Luke a PDF file with a picture of the parrot she painted yesterday.,0,0.0,0.0,Gina painted a parrot yesterday. She sent Luke a PDF file of it.,1.0,1.0,No inconsistent spans.
163,163,"Luke: Hey sis, send me the pic of the parrot you painted yesterday?
Gina: <file_photo>
Gina: If you want better quality I need to send you PDF file.
Luke: It's ok. This parrot looks fantastic!!! I can't believe you've discovered your talent so late!
Gina: Haha thanks? <file_other> Catch a PDF.
Luke: Thanks!",gpt3_finetune,Gina sends Luke a high quality photo of the parrot she painted yesterday.,SAMSum,{},Luke is amazed by Gina's talent for painting. Gina sent Luke a PDF file with a picture of the parrot she painted yesterday.,0,0.0,0.0,Gina sends Luke a high quality photo of the parrot she painted yesterday.,0.0,0.0,"""high quality photo"""
164,164,"Luke: Hey sis, send me the pic of the parrot you painted yesterday?
Gina: <file_photo>
Gina: If you want better quality I need to send you PDF file.
Luke: It's ok. This parrot looks fantastic!!! I can't believe you've discovered your talent so late!
Gina: Haha thanks? <file_other> Catch a PDF.
Luke: Thanks!",bart,Gina sent Luke a photo of the parrot she painted yesterday. She will send him a PDF file.,SAMSum,"{'She will send him a PDF file.': [('will send', 'intrinsic', 'PredE')]}",Luke is amazed by Gina's talent for painting. Gina sent Luke a PDF file with a picture of the parrot she painted yesterday.,1,0.22222222222222224,0.0,"Gina sent Luke a photo of the parrot she painted yesterday.
She will send him a PDF file.",0.4444444444444445,0.0,"""She will send him a PDF file."""
165,165,"Thelma: i dont have anything to wear
Louisa: your wardrobe is full of clothes
Thelma: but i have to look wonderful
Louisa: ok i can bring you my red velvet dress
Thelma: really? :O
Thelma: it would be great!
Louisa: no problem ;)",gpt3_finetune,Louisa will give Thelma a red velvet dress.,SAMSum,{},Louisa will lend Thelma her red velvet dress.,0,0.0,0.0,Louisa will give Thelma a red velvet dress.,1.0,1.0,None
166,166,"Thelma: i dont have anything to wear
Louisa: your wardrobe is full of clothes
Thelma: but i have to look wonderful
Louisa: ok i can bring you my red velvet dress
Thelma: really? :O
Thelma: it would be great!
Louisa: no problem ;)",condigsum,Louisa will bring Thelma her red velvet dress.,SAMSum,{},Louisa will lend Thelma her red velvet dress.,0,0.0,0.0,Louisa will bring Thelma her red velvet dress.,1.0,1.0,None
167,167,"Thelma: i dont have anything to wear
Louisa: your wardrobe is full of clothes
Thelma: but i have to look wonderful
Louisa: ok i can bring you my red velvet dress
Thelma: really? :O
Thelma: it would be great!
Louisa: no problem ;)",structure_aware_bart,Thelma has no clothes to wear. Louisa will bring Thelma her red velvet dress.,SAMSum,{},Louisa will lend Thelma her red velvet dress.,0,0.0,0.0,Thelma has no clothes to wear. Louisa will bring Thelma her red velvet dress.,0.0,0.0,"""Thelma has no clothes to wear."""
168,168,"Thelma: i dont have anything to wear
Louisa: your wardrobe is full of clothes
Thelma: but i have to look wonderful
Louisa: ok i can bring you my red velvet dress
Thelma: really? :O
Thelma: it would be great!
Louisa: no problem ;)",bart,Louisa will bring Thelma her red velvet dress.,SAMSum,{},Louisa will lend Thelma her red velvet dress.,0,0.0,0.0,Louisa will bring Thelma her red velvet dress.,1.0,1.0,No inconsistent spans.
169,169,"Thelma: i dont have anything to wear
Louisa: your wardrobe is full of clothes
Thelma: but i have to look wonderful
Louisa: ok i can bring you my red velvet dress
Thelma: really? :O
Thelma: it would be great!
Louisa: no problem ;)",pegasus,Thelma doesn't have anything to wear. Louisa will bring Thelma a red velvet dress from her wardrobe. Louisa doesn't have any clothes to wear.,SAMSum,"{'Louisa will bring Thelma a red velvet dress from her wardrobe.': [('from her wardrobe', 'extrinsic', 'CirE')], ""Louisa doesn't have any clothes to wear."": [('Louisa', 'intrinsic', 'EntE')]}",Louisa will lend Thelma her red velvet dress.,2,0.3,0.2,"Thelma
doesn't have anything to wear
Louisa
bring Thelma a red velvet dress from her wardrobe
doesn't have any clothes to wear.",0.25,0.0,"""Louisa doesn't have any clothes to wear."""
170,170,"Lenny: Babe, can you help me with something?
Bob: Sure, what's up?
Lenny: Which one should I pick?
Bob: Send me photos
Lenny:  <file_photo>
Lenny:  <file_photo>
Lenny:  <file_photo>
Bob: I like the first ones best
Lenny: But I already have purple trousers. Does it make sense to have two pairs?
Bob: I have four black pairs :D :D
Lenny: yeah, but shouldn't I pick a different color?
Bob: what matters is what you'll give you the most outfit options
Lenny: So I guess I'll buy the first or the third pair then
Bob: Pick the best quality then
Lenny: ur right, thx
Bob: no prob :)",pegasus,Lenny wants to buy purple trousers. Bob likes the first ones best. Lenny already has purple trousers. Bob has four black trousers. Lenny will buy the first or the third pair.,SAMSum,"{'Lenny wants to buy purple trousers.': [('wants', 'intrinsic', 'PredE')]}",Lenny can't decide which trousers to buy. Bob advised Lenny on that topic. Lenny goes with Bob's advice to pick the trousers that are of best quality.,1,0.05714285714285714,0.0,"Lenny wants to buy purple trousers
Bob likes the first ones best
Lenny already has purple trousers
Bob has four black trousers
Lenny will buy the first or the third pair.",0.2857142857142857,0.0,"""Lenny wants to buy purple trousers."""
171,171,"Lenny: Babe, can you help me with something?
Bob: Sure, what's up?
Lenny: Which one should I pick?
Bob: Send me photos
Lenny:  <file_photo>
Lenny:  <file_photo>
Lenny:  <file_photo>
Bob: I like the first ones best
Lenny: But I already have purple trousers. Does it make sense to have two pairs?
Bob: I have four black pairs :D :D
Lenny: yeah, but shouldn't I pick a different color?
Bob: what matters is what you'll give you the most outfit options
Lenny: So I guess I'll buy the first or the third pair then
Bob: Pick the best quality then
Lenny: ur right, thx
Bob: no prob :)",structure_aware_bart,Lenny wants Bob to help him with choosing the best pair of trousers for him.,SAMSum,{},Lenny can't decide which trousers to buy. Bob advised Lenny on that topic. Lenny goes with Bob's advice to pick the trousers that are of best quality.,0,0.0,0.0,"Lenny
Bob
help him with choosing the best pair of trousers for him.",1.0,1.0,No inconsistent spans.
172,172,"Lenny: Babe, can you help me with something?
Bob: Sure, what's up?
Lenny: Which one should I pick?
Bob: Send me photos
Lenny:  <file_photo>
Lenny:  <file_photo>
Lenny:  <file_photo>
Bob: I like the first ones best
Lenny: But I already have purple trousers. Does it make sense to have two pairs?
Bob: I have four black pairs :D :D
Lenny: yeah, but shouldn't I pick a different color?
Bob: what matters is what you'll give you the most outfit options
Lenny: So I guess I'll buy the first or the third pair then
Bob: Pick the best quality then
Lenny: ur right, thx
Bob: no prob :)",condigsum,Lenny will buy the first or the third pair of purple trousers.,SAMSum,"{'Lenny will buy the first or the third pair of purple trousers.': [('purple trousers', 'intrinsic', 'EntE')]}",Lenny can't decide which trousers to buy. Bob advised Lenny on that topic. Lenny goes with Bob's advice to pick the trousers that are of best quality.,1,0.3076923076923077,0.0,Lenny will buy the first or the third pair of purple trousers.,1.0,1.0,"""purple trousers"""
173,173,"Lenny: Babe, can you help me with something?
Bob: Sure, what's up?
Lenny: Which one should I pick?
Bob: Send me photos
Lenny:  <file_photo>
Lenny:  <file_photo>
Lenny:  <file_photo>
Bob: I like the first ones best
Lenny: But I already have purple trousers. Does it make sense to have two pairs?
Bob: I have four black pairs :D :D
Lenny: yeah, but shouldn't I pick a different color?
Bob: what matters is what you'll give you the most outfit options
Lenny: So I guess I'll buy the first or the third pair then
Bob: Pick the best quality then
Lenny: ur right, thx
Bob: no prob :)",gpt3_finetune,"Lenny has to buy new clothes but he doesn't know which are the best ones. Lenny will buy black, purple and/or third clothes or the best one.",SAMSum,"{'Lenny will buy black, purple and/or third clothes or the best one.': [('black, purple and/or third clothes or the best one.', 'n/a', 'Others')]}",Lenny can't decide which trousers to buy. Bob advised Lenny on that topic. Lenny goes with Bob's advice to pick the trousers that are of best quality.,1,0.5535714285714286,0.0,"Lenny has to buy new clothes but he doesn't know which are the best ones. 
Lenny will buy black, purple and/or third clothes or the best one.",0.8571428571428571,0.0,"""Lenny will buy black, purple and/or third clothes or the best one."""
174,174,"Lenny: Babe, can you help me with something?
Bob: Sure, what's up?
Lenny: Which one should I pick?
Bob: Send me photos
Lenny:  <file_photo>
Lenny:  <file_photo>
Lenny:  <file_photo>
Bob: I like the first ones best
Lenny: But I already have purple trousers. Does it make sense to have two pairs?
Bob: I have four black pairs :D :D
Lenny: yeah, but shouldn't I pick a different color?
Bob: what matters is what you'll give you the most outfit options
Lenny: So I guess I'll buy the first or the third pair then
Bob: Pick the best quality then
Lenny: ur right, thx
Bob: no prob :)",bart,Bob advises Lenny to buy the first or the third pair of purple trousers.,SAMSum,"{'Bob advises Lenny to buy the first or the third pair of purple trousers.': [('purple trousers', 'intrinsic', 'EntE')]}",Lenny can't decide which trousers to buy. Bob advised Lenny on that topic. Lenny goes with Bob's advice to pick the trousers that are of best quality.,1,0.2666666666666667,0.0,Bob advises Lenny to buy the first or the third pair of purple trousers.,1.0,1.0,"""purple trousers"""
175,175,"Don: Hi Cindy. Have you made all arrangements?
Cindy: It's about today's meeting or your trip next week?
Don: Both, I suppose:)
Cindy: You have meeting with management board today at 2 pm.
Don: Where did you set it up?
Cindy: In our conference room.
Cindy: Catering will bring some tea, coffee and snacks.
Don: That's good.
Don: Did everybody got the agenda?
Cindy: Yep.
Don: How did Andy react when he saw it?
Cindy: Can't say, really. Not sure if he even read it.
Don: That's Andy all right.
Don: And how about the trip.
Cindy: I've got your plane tickets and booked the hotel.
Don: Which one?
Cindy: Hilton, as usual.
Don: Perfect:=)
Cindy: But nobody is gonna pick you up at the airport. You'll have to get a cab.
Don: I think, I can manage that;=)
Don: Good job, Cindy. No idea, where I'd be without you.",gpt3_finetune,"Cindy has booked a meeting with the management board in the conference room at 2 pm. In the agenda a trip is also mentioned. Andy hasn't read the agenda as well as his flight tickets, therefore Cathy hired a cab to pick him up at the airport.",SAMSum,"{""Andy hasn't read the agenda as well as his flight tickets, therefore Cathy hired a cab to pick him up at the airport."": [(""hasn't read"", 'intrinsic', 'PredE')]}",Cindy has made arrangements for today's meeting at 2 pm in the conference room. She also organised flights and hotel for next week's trip. Don is appreciative. ,1,0.0,0.0,"Cindy
booked a meeting with the management board in the conference room at 2 pm
trip
Andy
the agenda as well as his flight tickets
Cathy
hired a cab to pick him up at the airport.",0.11111111111111112,0.0,"""Andy hasn't read the agenda as well as his flight tickets"",
""Cathy hired a cab to pick him up at the airport."",
""In the agenda a trip is also mentioned."""
176,176,"Don: Hi Cindy. Have you made all arrangements?
Cindy: It's about today's meeting or your trip next week?
Don: Both, I suppose:)
Cindy: You have meeting with management board today at 2 pm.
Don: Where did you set it up?
Cindy: In our conference room.
Cindy: Catering will bring some tea, coffee and snacks.
Don: That's good.
Don: Did everybody got the agenda?
Cindy: Yep.
Don: How did Andy react when he saw it?
Cindy: Can't say, really. Not sure if he even read it.
Don: That's Andy all right.
Don: And how about the trip.
Cindy: I've got your plane tickets and booked the hotel.
Don: Which one?
Cindy: Hilton, as usual.
Don: Perfect:=)
Cindy: But nobody is gonna pick you up at the airport. You'll have to get a cab.
Don: I think, I can manage that;=)
Don: Good job, Cindy. No idea, where I'd be without you.",bart,"Cindy has a meeting with management board today at 2 pm in their conference room. Catering will bring some tea, coffee and snacks. Don has a trip next week. Cindy has got his plane tickets and booked the hotel.",SAMSum,"{'Cindy has a meeting with management board today at 2 pm in their conference room.': [('Cindy', 'intrinsic', 'EntE')]}",Cindy has made arrangements for today's meeting at 2 pm in the conference room. She also organised flights and hotel for next week's trip. Don is appreciative. ,1,0.05714285714285715,0.0,"Cindy has a meeting with management board today at 2 pm in their conference room. Catering will bring some tea, coffee and snacks. Don has a trip next week. Cindy has got his plane tickets and booked the hotel.",0.08333333333333334,0.0,"""Cindy has a meeting with management board today at 2 pm""
""Don has a trip next week."""
177,177,"Don: Hi Cindy. Have you made all arrangements?
Cindy: It's about today's meeting or your trip next week?
Don: Both, I suppose:)
Cindy: You have meeting with management board today at 2 pm.
Don: Where did you set it up?
Cindy: In our conference room.
Cindy: Catering will bring some tea, coffee and snacks.
Don: That's good.
Don: Did everybody got the agenda?
Cindy: Yep.
Don: How did Andy react when he saw it?
Cindy: Can't say, really. Not sure if he even read it.
Don: That's Andy all right.
Don: And how about the trip.
Cindy: I've got your plane tickets and booked the hotel.
Don: Which one?
Cindy: Hilton, as usual.
Don: Perfect:=)
Cindy: But nobody is gonna pick you up at the airport. You'll have to get a cab.
Don: I think, I can manage that;=)
Don: Good job, Cindy. No idea, where I'd be without you.",structure_aware_bart,"Cindy set up a conference room for Don and the management board today at 2 pm. Cindy will bring some tea, coffee and snacks. Andy saw the agenda and he didn't read it. Don has booked the hotel.",SAMSum,"{'Cindy will bring some tea, coffee and snacks.': [('Cindy', 'intrinsic', 'EntE')], ""Andy saw the agenda and he didn't read it."": [('saw', 'extrinsic', 'PredE')], 'Don has booked the hotel.': [('Don', 'intrinsic', 'EntE')]}",Cindy has made arrangements for today's meeting at 2 pm in the conference room. She also organised flights and hotel for next week's trip. Don is appreciative. ,3,0.2800925925925926,0.16666666666666666,"Cindy
set up a conference room for Don and the management board today at 2 pm.
will bring some tea, coffee and snacks.
Andy
saw the agenda and he didn't read it.
Don has booked the hotel.",0.2518518518518518,0.0,"""Cindy will bring some tea, coffee and snacks.""
""Andy saw the agenda and he didn't read it.""
""Don has booked the hotel."""
178,178,"Don: Hi Cindy. Have you made all arrangements?
Cindy: It's about today's meeting or your trip next week?
Don: Both, I suppose:)
Cindy: You have meeting with management board today at 2 pm.
Don: Where did you set it up?
Cindy: In our conference room.
Cindy: Catering will bring some tea, coffee and snacks.
Don: That's good.
Don: Did everybody got the agenda?
Cindy: Yep.
Don: How did Andy react when he saw it?
Cindy: Can't say, really. Not sure if he even read it.
Don: That's Andy all right.
Don: And how about the trip.
Cindy: I've got your plane tickets and booked the hotel.
Don: Which one?
Cindy: Hilton, as usual.
Don: Perfect:=)
Cindy: But nobody is gonna pick you up at the airport. You'll have to get a cab.
Don: I think, I can manage that;=)
Don: Good job, Cindy. No idea, where I'd be without you.",pegasus,Don's meeting with management board today at 2 pm. He's going on a trip to Hilton next week. Don will pick him up at the airport.,SAMSum,"{""He's going on a trip to Hilton next week."": [('to Hilton', 'intrinsic', 'CirE')], 'Don will pick him up at the airport.': [('Don', 'intrinsic', 'EntE')]}",Cindy has made arrangements for today's meeting at 2 pm in the conference room. She also organised flights and hotel for next week's trip. Don is appreciative. ,2,0.19528619528619529,0.0,"Don's meeting with management board today at 2 pm.
He's going on a trip to Hilton next week.
Don will pick him up at the airport.",0.2222222222222222,0.0,"""Don will pick him up at the airport."""
179,179,"Don: Hi Cindy. Have you made all arrangements?
Cindy: It's about today's meeting or your trip next week?
Don: Both, I suppose:)
Cindy: You have meeting with management board today at 2 pm.
Don: Where did you set it up?
Cindy: In our conference room.
Cindy: Catering will bring some tea, coffee and snacks.
Don: That's good.
Don: Did everybody got the agenda?
Cindy: Yep.
Don: How did Andy react when he saw it?
Cindy: Can't say, really. Not sure if he even read it.
Don: That's Andy all right.
Don: And how about the trip.
Cindy: I've got your plane tickets and booked the hotel.
Don: Which one?
Cindy: Hilton, as usual.
Don: Perfect:=)
Cindy: But nobody is gonna pick you up at the airport. You'll have to get a cab.
Don: I think, I can manage that;=)
Don: Good job, Cindy. No idea, where I'd be without you.",condigsum,"Cindy has a meeting with management board today at 2 pm in the conference room. Catering will bring some tea, coffee and snacks. Don has a trip next week. Cindy has bought his plane tickets and booked the hotel. Don will have to get a cab to the airport.",SAMSum,"{'Cindy has a meeting with management board today at 2 pm in the conference room.': [('Cindy', 'intrinsic', 'EntE')]}",Cindy has made arrangements for today's meeting at 2 pm in the conference room. She also organised flights and hotel for next week's trip. Don is appreciative. ,1,0.05128205128205127,0.0,"Cindy has a meeting with management board today at 2 pm in the conference room. Catering will bring some tea, coffee and snacks. Don has a trip next week. Cindy has bought his plane tickets and booked the hotel. Don will have to get a cab to the airport.",0.08333333333333334,0.0,"""Cindy has a meeting with management board today at 2 pm""
""Don will have to get a cab to the airport."""
180,180,"Lee: I'm scared and confused. The digital wizard client manager who normally wears only hoodies, just put on a proper dress shirt and a suit jacket.
Lee: The Russians are coming!
Andy: Maybe he has a date after work?
Andy: Possibly with a Russian soldier ;)
Lee: If I'm not mistaken, he has some sort of a client related presentation.
Lee: But it's still weird.
Lee: I've been here for almost 5 months and this is the first time I see something like this. :D
Andy: Take pictures and make fun of him in a couple of weeks :P
Lee: I should.
Lee: Quick picture and post to FB.
Andy: The corporate one!
Lee: Yeah!
Lee: But on a more interesting topic, I went and pre-purchased RoS CE in a temporal break of my brains.
Andy: Digital or the ""real"" one?
Lee: Digital.
Andy: Did it unlock any features already?
Lee: Pet for WoW, some decals for SC2.
Lee: Pre-ordering opened up a hero in a game not yet released. :D
Andy: So basically you got some goodies that you would get anyway by buying it closer to launch date? :P
Lee: Yeah, preorder...
Lee: Wait, wait! Wings! Wings and a Demon Hunter for Heroes of the Storm.
Lee: Although wings not applied yet and I prefer the look of the wings from the original CE.
Lee: <file_other>
Andy: ""or anyone who redeems a Reaper of Souls retail game key on or before March 31"" - so basically what I said :P
Lee: Well yeah but I just took a quick bullet when I still had some money on my account.",structure_aware_bart,"Lee is scared and confused because he has a client manager who normally wears only hoodies, a suit jacket and a red shirt. He is also confused because he has a meeting with a Russian soldier. Lee pre-purchased RoS CE and got some goodies from it.",SAMSum,"{'Lee is scared and confused because he has a client manager who normally wears only hoodies, a suit jacket and a red shirt.': [('a suit jacket and a red shirt', 'extrinsic', 'EntE')], 'He is also confused because he has a meeting with a Russian soldier.': [('because he has a meeting with a Russian soldier', 'extrinsic', 'LinkE')]}",The client manager suited up. He has a presentation for a client. Lee pre-ordered the digital RoS CE and got extra in-game content: Wings and a Demon Hunter for Heroes of the Storm.,2,0.13518518518518519,0.3333333333333333,"Lee
scared
confused
client manager
hoodies
suit jacket
red shirt
meeting
Russian soldier
pre-purchased
RoS CE
got some goodies from it",0.7523809523809524,0.5,"""he has a client manager who normally wears only hoodies, a suit jacket and a red shirt.""
""he has a meeting with a Russian soldier."""
181,181,"Lee: I'm scared and confused. The digital wizard client manager who normally wears only hoodies, just put on a proper dress shirt and a suit jacket.
Lee: The Russians are coming!
Andy: Maybe he has a date after work?
Andy: Possibly with a Russian soldier ;)
Lee: If I'm not mistaken, he has some sort of a client related presentation.
Lee: But it's still weird.
Lee: I've been here for almost 5 months and this is the first time I see something like this. :D
Andy: Take pictures and make fun of him in a couple of weeks :P
Lee: I should.
Lee: Quick picture and post to FB.
Andy: The corporate one!
Lee: Yeah!
Lee: But on a more interesting topic, I went and pre-purchased RoS CE in a temporal break of my brains.
Andy: Digital or the ""real"" one?
Lee: Digital.
Andy: Did it unlock any features already?
Lee: Pet for WoW, some decals for SC2.
Lee: Pre-ordering opened up a hero in a game not yet released. :D
Andy: So basically you got some goodies that you would get anyway by buying it closer to launch date? :P
Lee: Yeah, preorder...
Lee: Wait, wait! Wings! Wings and a Demon Hunter for Heroes of the Storm.
Lee: Although wings not applied yet and I prefer the look of the wings from the original CE.
Lee: <file_other>
Andy: ""or anyone who redeems a Reaper of Souls retail game key on or before March 31"" - so basically what I said :P
Lee: Well yeah but I just took a quick bullet when I still had some money on my account.",pegasus,The digital wizard client manager has a date after work with a Russian soldier. Lee went and pre-purchased RoS CE in a temporal break of his brains.,SAMSum,"{'The digital wizard client manager has a date after work with a Russian soldier.': [('has a date', 'intrinsic', 'PredE')]}",The client manager suited up. He has a presentation for a client. Lee pre-ordered the digital RoS CE and got extra in-game content: Wings and a Demon Hunter for Heroes of the Storm.,1,0.25,0.0,"The digital wizard client manager has a date after work with a Russian soldier
Lee went and pre-purchased RoS CE in a temporal break of his brains.",0.375,0.0,"""The digital wizard client manager has a date after work with a Russian soldier."""
182,182,"Lee: I'm scared and confused. The digital wizard client manager who normally wears only hoodies, just put on a proper dress shirt and a suit jacket.
Lee: The Russians are coming!
Andy: Maybe he has a date after work?
Andy: Possibly with a Russian soldier ;)
Lee: If I'm not mistaken, he has some sort of a client related presentation.
Lee: But it's still weird.
Lee: I've been here for almost 5 months and this is the first time I see something like this. :D
Andy: Take pictures and make fun of him in a couple of weeks :P
Lee: I should.
Lee: Quick picture and post to FB.
Andy: The corporate one!
Lee: Yeah!
Lee: But on a more interesting topic, I went and pre-purchased RoS CE in a temporal break of my brains.
Andy: Digital or the ""real"" one?
Lee: Digital.
Andy: Did it unlock any features already?
Lee: Pet for WoW, some decals for SC2.
Lee: Pre-ordering opened up a hero in a game not yet released. :D
Andy: So basically you got some goodies that you would get anyway by buying it closer to launch date? :P
Lee: Yeah, preorder...
Lee: Wait, wait! Wings! Wings and a Demon Hunter for Heroes of the Storm.
Lee: Although wings not applied yet and I prefer the look of the wings from the original CE.
Lee: <file_other>
Andy: ""or anyone who redeems a Reaper of Souls retail game key on or before March 31"" - so basically what I said :P
Lee: Well yeah but I just took a quick bullet when I still had some money on my account.",condigsum,"Lee is scared and confused. The digital wizard client manager who normally wears only hoodies, put on a proper dress shirt and a suit jacket after work. He has some sort of a client related presentation. Lee pre-purchased RoS CE in a temporal break of his brains.",SAMSum,"{'The digital wizard client manager who normally wears only hoodies, put on a proper dress shirt and a suit jacket after work.': [('after work', 'intrinsic', 'CirE')], 'He has some sort of a client related presentation.': [('has', 'intrinsic', 'PredE')]}",The client manager suited up. He has a presentation for a client. Lee pre-ordered the digital RoS CE and got extra in-game content: Wings and a Demon Hunter for Heroes of the Storm.,2,0.0934782608695652,0.0,"Lee is scared and confused
The digital wizard client manager who normally wears only hoodies, put on a proper dress shirt and a suit jacket after work
He has some sort of a client related presentation
Lee pre-purchased RoS CE in a temporal break of his brains",0.17391304347826084,0.0,"""The digital wizard client manager who normally wears only hoodies, put on a proper dress shirt and a suit jacket after work."""
183,183,"Lee: I'm scared and confused. The digital wizard client manager who normally wears only hoodies, just put on a proper dress shirt and a suit jacket.
Lee: The Russians are coming!
Andy: Maybe he has a date after work?
Andy: Possibly with a Russian soldier ;)
Lee: If I'm not mistaken, he has some sort of a client related presentation.
Lee: But it's still weird.
Lee: I've been here for almost 5 months and this is the first time I see something like this. :D
Andy: Take pictures and make fun of him in a couple of weeks :P
Lee: I should.
Lee: Quick picture and post to FB.
Andy: The corporate one!
Lee: Yeah!
Lee: But on a more interesting topic, I went and pre-purchased RoS CE in a temporal break of my brains.
Andy: Digital or the ""real"" one?
Lee: Digital.
Andy: Did it unlock any features already?
Lee: Pet for WoW, some decals for SC2.
Lee: Pre-ordering opened up a hero in a game not yet released. :D
Andy: So basically you got some goodies that you would get anyway by buying it closer to launch date? :P
Lee: Yeah, preorder...
Lee: Wait, wait! Wings! Wings and a Demon Hunter for Heroes of the Storm.
Lee: Although wings not applied yet and I prefer the look of the wings from the original CE.
Lee: <file_other>
Andy: ""or anyone who redeems a Reaper of Souls retail game key on or before March 31"" - so basically what I said :P
Lee: Well yeah but I just took a quick bullet when I still had some money on my account.",gpt3_finetune,"The boss came in dressed up with a suit jacket and t-shirt, which Lee considers unusually strange. Lee's pre-purchased RoS CE and the boss got some goodies in exchange. The boss got wings for WoW and a demon hunter for heroes of the storm. Lee pre-orders some CE not only for the cool toys and little points of interest, but also as a bonus.",SAMSum,"{'The boss came in dressed up with a suit jacket and t-shirt, which Lee considers unusually strange.': [('The boss', 'extrinsic', 'EntE')], ""Lee's pre-purchased RoS CE and the boss got some goodies in exchange."": [('the boss', 'extrinsic', 'EntE')], 'The boss got wings for WoW and a demon hunter for heroes of the storm.': [('The boss', 'extrinsic', 'EntE')], 'Lee pre-orders some CE not only for the cool toys and little points of interest, but also as a bonus.': [('little points of interest', 'extrinsic', 'EntE')]}",The client manager suited up. He has a presentation for a client. Lee pre-ordered the digital RoS CE and got extra in-game content: Wings and a Demon Hunter for Heroes of the Storm.,4,0.4,0.0,The entire summary.,0.3283730158730159,0.0,"""The boss came in dressed up with a suit jacket and t-shirt""
""the boss got some goodies in exchange""
""The boss got wings for WoW and a demon hunter for heroes of the storm""
""Lee pre-orders some CE not only for the cool toys and little points of interest, but also as a bonus."""
